"Keyword","Currency","Avg. monthly searches","Three month change","YoY change","Competition","Competition (indexed value)","Top of page bid (low range)","Top of page bid (high range)","cluster","confidence"
"cadeau papa retraite","EUR","50","0%","0%","High","100","0.001843204","0.006746569","gift_fathers","high"
"cadeau pension femme","EUR","50","-100%","0%","Unknown","","0","0","gift_retirement","high"
"cadeau pension homme","EUR","50","-100%","-100%","Unknown","","0","0","gift_retirement","high"
"cadeau personnalisé départ retraite","EUR","50","-100%","-100%","Unknown","","0","0","gift_retirement","high"
"cadeau personnel ehpad","EUR","50","0%","0%","High","96","0","0","gift_retirement","high"
"cadeau pot de départ retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau pour depart","EUR","500","0%","0%","High","100","0.001226738","0.004723739","gift_other","medium"
"cadeau pour depart a la retraite femme","EUR","50","0%","0%","High","100","0.001843856","0.007948205","gift_retirement","high"
"cadeau pour depart a la retraite homme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau pour depart en retraite femme","EUR","500","0%","0%","High","100","0.001255752","0.006941517","gift_retirement","high"
"cadeau pour depart en retraite homme","EUR","500","0%","0%","High","100","0.001293568","0.005109397","gift_retirement","high"
"cadeau pour depart retraite femme","EUR","500","0%","0%","High","100","0.001255752","0.006941517","gift_retirement","high"
"cadeau pour depart retraite homme","EUR","50","0%","0%","High","100","0.002067818","0.004196924","gift_retirement","high"
"cadeau pour départ à la retraite","EUR","5000","0%","0%","High","100","0.001367896","0.005676637","gift_retirement","high"
"cadeau pour départ à la retraite homme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau pour femme retraitée","EUR","50","0%","0%","High","100","0.00118175","0.004810781","gift_other","medium"
"cadeau pour futur retraité","EUR","50","0%","0%","High","100","0.001084276","0.00400328","gift_retirement","high"
"cadeau pour grand mere en maison de retraite","EUR","50","0%","0%","High","100","0.0010106","0.002828376","gift_mothers","high"
"cadeau pour homme retraite","EUR","5000","0%","0%","High","100","0.001100576","0.004406542","gift_retirement","high"
"cadeau pour mamie en maison de retraite","EUR","50","0%","0%","High","100","0.001159908","0.002975402","gift_grandparents","high"
"cadeau pour medecin a la retraite","EUR","50","0%","0%","High","100","0.001015816","0.008284311","gift_retirement","high"
"cadeau pour nouveau retraité","EUR","50","0%","0%","High","100","0.003935798","0.012098511","gift_retirement","high"
"cadeau pour personne en maison de retraite","EUR","50","0%","0%","High","100","0.00075306","0.002707756","gift_retirement","high"
"cadeau pour personnel maison de retraite","EUR","50","0%","0%","High","69","0","0","gift_retirement","high"
"cadeau pour retraite docteur","EUR","50","-100%","0%","Unknown","","0","0","gift_retirement","high"
"cadeau pour retraite papa","EUR","50","0%","0%","High","95","0","0","gift_fathers","high"
"cadeau pour retraité femme","EUR","5000","0%","0%","High","100","0.001239126","0.006248441","gift_retirement","high"
"cadeau pour un depart","EUR","500","0%","0%","High","100","0.001226738","0.004723739","gift_other","medium"
"cadeau pour un depart en retraite","EUR","5000","0%","0%","High","100","0.001367896","0.005676637","gift_retirement","high"
"cadeau pour un départ en retraite femme","EUR","500","0%","0%","High","100","0.001255752","0.006941517","gift_retirement","high"
"cadeau pour un départ à la retraite","EUR","5000","0%","0%","High","100","0.001367896","0.005676637","gift_retirement","high"
"cadeau pour un jeune retraité","EUR","50","0%","0%","High","100","0.00074654","0.003357474","gift_retirement","high"
"cadeau pour un medecin qui part en retraite","EUR","50","0%","0%","High","100","0.00128607","0.003386488","gift_retirement","high"
"cadeau pour une maitresse qui part en retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau pour une retraite homme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau préretraite","EUR","50","0%","0%","High","100","0.001101228","0.003849734","gift_other","medium"
"cadeau resident ehpad","EUR","50","0%","0%","Low","13","0","0","gift_retirement","high"
"cadeau retraite atsem","EUR","50","0%","0%","High","100","0.00138224","0.005164491","gift_retirement","high"
"cadeau retraite collègue","EUR","50","0%","0%","High","100","0.001151758","0.003703034","gift_retirement","high"
"cadeau retraite diy","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau retraite femme amazon","EUR","50","0%","0%","High","99","0.000765774","0.003154702","gift_retirement","high"
"cadeau retraite homme amazon","EUR","50","0%","0%","High","100","0.000761862","0.002581594","gift_retirement","high"
"cadeau retraite homme original","EUR","500","0%","0%","High","99","0.001185336","0.004581929","gift_retirement","high"
"cadeau retraite homme sportif","EUR","50","0%","0%","High","100","0.000498128","0.003112974","gift_retirement","high"
"cadeau retraite humoristique","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau retraite institutrice","EUR","50","-100%","0%","Unknown","","0","0","gift_retirement","high"
"cadeau retraite medecin","EUR","50","0%","-90%","High","99","0.001015816","0.00385332","gift_retirement","high"
"cadeau retraite original","EUR","500","0%","0%","High","100","0.00147841","0.004910537","gift_retirement","high"
"cadeau retraite papa","EUR","50","0%","0%","High","100","0.001555672","0.004531074","gift_fathers","high"
"cadeau retraite parents","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau retraite patron","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau retraite rigolo","EUR","50","0%","0%","High","100","0.001146216","0.003963834","gift_retirement","high"
"cadeau retraite voyage","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau retraites","EUR","5000","0%","0%","High","100","0.00122413","0.004936943","gift_other","medium"
"cadeau rigolo pour depart en retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"cadeau rigolo pour retraite","EUR","50","0%","0%","High","100","0.001146216","0.003963834","gift_retirement","high"
"cadeau senior ehpad","EUR","50","0%","0%","High","100","0.001100576","0.003703686","gift_retirement","high"
"cadeaux de retraite pour homme","EUR","500","0%","0%","High","100","0.0010432","0.004063916","gift_retirement","high"
"cadeaux personnes agées maison retraite","EUR","50","0%","0%","High","100","0.00111492","0.004487064","gift_retirement","high"
"cadeaux pour une retraite","EUR","5000","0%","0%","High","100","0.00122413","0.004936943","gift_retirement","high"
"cadeaux résidents ehpad","EUR","50","0%","0%","Low","18","0","0","gift_retirement","high"
"cadeaux seniors maison de retraite","EUR","50","0%","0%","High","100","0.001276616","0.011203641","gift_retirement","high"
"cheque cadeau retraite","EUR","50","0%","0%","High","94","0.005785195","0.033087366","gift_retirement","high"
"coffret cadeau depart retraite","EUR","50","0%","0%","High","99","0.00154035","0.010645529","gift_retirement","high"
"coffret cadeau ehpad","EUR","50","0%","0%","High","100","0.001973278","0.014721832","gift_retirement","high"
"coffret cadeau homme retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"coffret retraite","EUR","50","0%","0%","High","100","0.001585012","0.006804597","gift_retirement","high"
"depart a la retraite cadeau","EUR","500","0%","0%","High","100","0.001537742","0.004868157","gift_retirement","high"
"depart en retraite idee","EUR","50","-100%","-100%","Unknown","","0","0","gift_retirement","high"
"départ en retraite original","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"départ à la retraite cadeau","EUR","5000","0%","0%","High","100","0.001367896","0.005676637","gift_retirement","high"
"idee cadeau de retraite","EUR","50","0%","0%","High","100","0.000993322","0.003403114","gift_retirement","high"
"idee cadeau de résident ehpad","EUR","50","0%","0%","Unknown","","0","0","gift_retirement","high"
"idee cadeau depart a la retraite homme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idee cadeau depart en retraite","EUR","500","0%","0%","High","100","0.001403104","0.006857735","gift_retirement","high"
"idee cadeau depart en retraite homme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idee cadeau depart retraite atsem","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idee cadeau depart retraite collegue homme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idee cadeau depart retraite femme","EUR","50","0%","0%","High","100","0.001122418","0.005971015","gift_retirement","high"
"idee cadeau depart retraite homme","EUR","50","0%","0%","High","100","0.001385826","0.0044988","gift_retirement","high"
"idee cadeau départ","EUR","500","0%","-90%","High","100","0.00110188","0.004676143","gift_other","medium"
"idee cadeau départ à la retraite","EUR","500","0%","0%","High","100","0.001403104","0.006857735","gift_retirement","high"
"idee cadeau femme depart retraite","EUR","500","0%","0%","High","100","0.001153388","0.005703695","gift_retirement","high"
"idee cadeau homme a la retraite","EUR","50","0%","0%","High","100","0.001093404","0.0028525","gift_retirement","high"
"idee cadeau homme depart retraite","EUR","50","900%","0%","High","100","0.001069606","0.005347703","gift_retirement","high"
"idee cadeau jeune retraité","EUR","50","900%","0%","High","100","0.001473194","0.005744445","gift_retirement","high"
"idee cadeau maitresse depart retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idee cadeau maitresse retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idee cadeau noel couple retraite","EUR","50","0%","0%","High","100","0.001929594","0.005249251","gift_retirement","high"
"idee cadeau noel retraité","EUR","50","0%","-90%","High","100","0.001185662","0.004876959","gift_retirement","high"
"idee cadeau papa retraite","EUR","50","0%","0%","High","100","0.001050046","0.006929781","gift_fathers","high"
"idee cadeau parents retraites","EUR","50","0%","0%","High","100","0.001836684","0.007386833","gift_other","medium"
"idee cadeau pour depart a la retraite homme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idee cadeau pour depart en retraite homme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idee cadeau pour depart retraite","EUR","500","0%","0%","High","100","0.001403104","0.006857735","gift_retirement","high"
"idee cadeau pour depart retraite homme","EUR","50","900%","0%","High","100","0.001069606","0.005347703","gift_retirement","high"
"idee cadeau pour jeune retraite","EUR","50","0%","0%","High","100","0.001058522","0.003697166","gift_retirement","high"
"idee cadeau pour un depart","EUR","50","0%","0%","High","100","0.001259012","0.00289977","gift_other","medium"
"idee cadeau pour un depart en retraite","EUR","500","0%","0%","High","100","0.001403104","0.006857735","gift_retirement","high"
"idee cadeau resident ehpad","EUR","50","0%","0%","Medium","45","0","0","gift_retirement","high"
"idee cadeau retraite couple","EUR","50","0%","0%","High","100","0.00296334","0.010004939","gift_retirement","high"
"idee cadeau retraite humour","EUR","50","0%","0%","High","100","0.001490146","0.003306944","gift_retirement","high"
"idee cadeau retraite maitresse","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idee cadeau retraite prof","EUR","50","0%","-100%","Unknown","","0","0","gift_retirement","high"
"idee de cadeau de depart","EUR","500","0%","-90%","High","100","0.001073192","0.004878589","gift_other","medium"
"idee de cadeau depart en retraite","EUR","50","0%","0%","High","100","0.001619894","0.007924733","gift_retirement","high"
"idee de cadeau depart retraite","EUR","50","0%","0%","High","100","0.001619894","0.007924733","gift_retirement","high"
"idee de cadeau pour depart en retraite","EUR","50","0%","0%","High","100","0.001619894","0.007924733","gift_retirement","high"
"idee de cadeau pour un depart","EUR","500","0%","-90%","High","100","0.001073192","0.004878589","gift_other","medium"
"idee de cadeau pour un depart en retraite","EUR","50","0%","0%","High","100","0.001619894","0.007924733","gift_retirement","high"
"idee depart en retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idee depart retraite","EUR","50","0%","0%","High","97","0.001291612","0.004571823","gift_retirement","high"
"idee originale depart retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idee retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idee retraite collegue","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idee surprise depart retraite","EUR","50","0%","0%","High","86","0","0","gift_retirement","high"
"idees cadeaux depart en retraite femme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idees cadeaux pour depart retraite femme","EUR","500","0%","0%","High","100","0.001153388","0.005703695","gift_retirement","high"
"idees depart retraite","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idée cadeau couple retraite","EUR","50","900%","0%","High","100","0.00143929","0.006641271","gift_retirement","high"
"idée cadeau de retraite femme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idée cadeau de retraite homme","EUR","50","0%","0%","High","100","0","0","gift_retirement","high"
"idée cadeau départ","EUR","50","0%","0%","High","100","0.001259012","0.00289977","gift_other","medium"
